name,abbrv,formula,state,ref1,ref2,date,G,H,S,Cp,V,a1.a,a2.b,a3.c,a4.d,c1.e,c2.f,omega.lambda,z.T
Rh(SO4)2-2,Rh(SO4)2-2,Rh(SO4)2-2,aq,"SS98a [S98]",NA,30.Mar.95,-334100,-405300,11.2,-38.2,27.5,6.5508,8.2134,2.5221,-3.1184,11.8357,-10.8057,3.0422,-2
Rh(SO4)3-4,Rh(SO4)3-4,Rh(SO4)3-4,aq,"SS98a [S98]",NA,30.Mar.95,-514100,-620300,30.8,-52.5,46.6,10.1823,17.0821,-0.9968,-3.4851,30.8559,-13.7349,6.0215,-4
RhOH+,Rh(OH)+,Rh(OH)+,aq,"SS98a [S98]",NA,25.Jul.94,-18290,-34770,-12.6,23.4,-17.7,-0.4074,-8.7688,9.179,-2.4164,26.6834,1.732,0.7384,1
RhO,RhO,RhO,aq,"SS98a [S98]",NA,Jul.94,-7220,-22540,-19.4,6.6,-20.7,-1.0776,-10.4074,9.8276,-2.3487,9.7582,-1.6901,-0.03,0
RhCl+2,RhCl+2,RhCl+2,aq,"SS98a [S98]",NA,14.Jul.94,18330,2802,-49.1,11.2,-21.7,-0.6015,-9.2461,9.3741,-2.3967,29.2962,-0.7512,1.7975,2
RhCl2+,RhCl2+,RhCl2+,aq,"SS98a [S98]",NA,14.Jul.94,-14780,-39850,-38.9,20.8,-2.5,2.4942,-1.6943,6.4221,-2.7089,28.8698,1.2113,1.1383,1
RhCl3,RhCl3,RhCl3,aq,"SS98a [S98]",NA,14.Jul.94,-46190,-84690,-41.7,-1.3,29.5,5.7968,6.3699,3.2526,-3.0422,5.1305,-3.2986,-0.03,0
RhCl4-,RhCl4-,RhCl4-,aq,"SS98a [S98]",NA,14.Jul.94,-77500,-134200,-60.5,-55.2,59.6,10.7848,18.5549,-1.5489,-3.546,-2.799,-14.2811,2.539,-1
RhSO4+,Rh(SO4)+,Rh(SO4)+,aq,"SS98a [S98]",NA,30.Mar.95,-127500,-167000,-35.1,-44.6,-16.5,-0.1264,-8.0823,8.9091,-2.4448,-9.9273,-12.1154,1.089,1
Rh(SO4)2-,Rh(SO4)2-,Rh(SO4)2-,aq,"SS98a [S98]",NA,30.Mar.95,-306100,-375600,1.4,-59,10.5,3.7426,1.356,5.219,-2.835,-13.5564,-15.0447,1.6098,-1
Rh(SO4)3-3,Rh(SO4)3-3,Rh(SO4)3-3,aq,"SS98a [S98]",NA,30.Mar.95,-483700,-583100,37.9,-73.3,37.5,8.3237,12.5416,0.8232,-3.2974,2.2248,-17.9739,4.2376,-3
RhOH+2,Rh(OH)+2,Rh(OH)+2,aq,"SS98a [S98]",NA,13.Jul.95,-820,-14620,-32.5,-0.1,-0.3,2.247,-2.2946,6.6503,-2.684,20.365,-3.0549,1.5475,2
RhO+,RhO+,RhO+,aq,"SS98a [S98]",NA,25.Jul.94,3140,-10010,-18.7,-39.5,1.9,2.3067,-2.1515,6.6002,-2.69,-9.3049,-11.0806,0.8334,1
PdCl+,PdCl+,PdCl+,aq,"SS98a [S98]",NA,25.Jul.94,2500,-4920,-3.9,21,5.1,2.6729,-1.2577,6.2503,-2.7269,24.1532,1.2501,0.6143,1
PdCl2,PdCl2,PdCl2,aq,"SS98a [S98]",NA,25.Jul.94,-35160,-52460,4.2,37.8,32.4,6.1933,7.3404,2.8664,-3.0824,28.0429,4.665,-0.03,0
PdCl3-,PdCl3-,PdCl3-,aq,"SS98a [S98]",NA,25.Jul.94,-69810,-100200,2.5,44.6,62.9,10.9057,18.8497,-1.6645,-3.5581,46.9452,6.0491,1.5895,-1
PdCl4-2,PdCl4-2,PdCl4-2,aq,"SS98a [S98]",NA,14.Apr.95,-103900,-151160,-11.7,41.4,96.8,16.1552,31.6662,-6.698,-4.088,61.6845,5.4024,3.3914,-2
PdSO4,Pd(SO4),Pd(SO4),aq,"SS98a [S98]",NA,14.Apr.92,-139000,-173450,-0.9,-20.1,4,2.3022,-2.1585,6.5951,-2.6897,-5.8662,-7.1207,-0.03,0
Pd(SO4)2-2,Pd(SO4)2-2,Pd(SO4)2-2,aq,"SS98a [S98]",NA,14.Apr.95,-319640,-388900,19.2,-34.4,27.4,6.502,8.0916,2.5759,-3.1134,12.9271,-10.0418,2.9221,-2
Pd(SO4)3-4,Pd(SO4)3-4,Pd(SO4)3-4,aq,"SS98a [S98]",NA,28.Jul.94,-499900,-603950,39.4,-48.2,50.8,10.7074,18.3646,-1.4712,-3.5381,32.1909,-12.8528,5.891,-4
PdOH+,Pd(OH)+,Pd(OH)+,aq,"SS98a [S98]",NA,13.Jul.95,-13130,-24120,-3.4,12.8,-13.5,0.1226,-7.4741,8.6697,-2.4699,19.2537,-0.4271,0.6063,1
PdO,PdO,PdO,aq,"SS98a [S98]",NA,14.Apr.92,-11500,-24320,-9.5,-4.7,-16.3,-0.4755,-8.9398,9.256,-2.4093,3.1356,-3.9919,-0.03,0
PtCl+,PtCl+,PtCl+,aq,"SS98a [S98]",NA,14.Apr.95,18380,10030,-7,21.7,1.1,2.3363,-2.0793,6.5718,-2.6929,22.821,0.6543,0.6557,1
PtCl2,PtCl2,PtCl2,aq,"SS98a [S98]",NA,14.Apr.95,-22290,-41110,0.1,39.2,27.3,5.8026,6.3859,3.2424,-3.0429,24.6982,3.5025,-0.03,0
PtCl3-,PtCl3-,PtCl3-,aq,"SS98a [S98]",NA,14.Apr.95,-57760,-90150,-3.1,45.6,57.4,10.4995,17.8547,-1.2658,-3.517,42.0877,4.0842,1.6759,-1
PtCl4-2,PtCl4-2,PtCl4-2,aq,"SS98a [S98]",NA,14.Apr.95,-91210,-141160,-19.8,40.9,91.8,15.7103,30.5792,-6.27,-4.043,54.1382,2.3994,3.51,-2
PtSO4,Pt(SO4),Pt(SO4),aq,"SS98a [S98]",NA,14.Apr.95,-120300,-155850,-3.6,-21.4,2,2.0253,-2.837,6.8659,-2.6616,-6.6457,-7.3916,-0.03,0
Pt(SO4)2-2,Pt(SO4)2-2,Pt(SO4)2-2,aq,"SS98a [S98]",NA,14.Apr.95,-300670,-371080,16.4,-35.8,25.7,6.277,7.5454,2.7833,-3.0908,12.5104,-10.3208,2.9641,-2
Pt(SO4)3-4,Pt(SO4)3-4,Pt(SO4)3-4,aq,"SS98a [S98]",NA,14.Apr.95,-480380,-588630,36.3,-50.2,49.3,10.5204,17.906,-1.2876,-3.5191,31.4399,-13.2501,5.9335,-4
PtOH+,Pt(OH)+,Pt(OH)+,aq,"SS98a [S98]",NA,14.Apr.92,1560,-10700,-6.7,16.6,-15,-0.0659,-7.935,8.8518,-2.4509,21.9365,0.3468,0.6557,1
PtO,PtO,PtO,aq,"SS98a [S98]",NA,14.Apr.92,-1130,-15300,-13,-0.7,-17.9,-0.6945,-9.4705,9.4567,-2.3874,5.4799,-3.1771,-0.03,0
Pb(Oxal),NA,PbC2O4,aq,"PSK99 [S07]",NA,24.Aug.06,-174301,-197051,40,-6,0,0,0,0,0,0.4283,-4.2567,-0.2657,0
Mn(Oxal),NA,MnC2O4,aq,"PSK99 [S07]",NA,24.Aug.06,-221617,-248588,18,2.6,0,0,0,0,0,8.2538,-2.5049,0.0674,0
Co(Oxal),NA,CoC2O4,aq,"PSK99 [S07]",NA,24.Aug.06,-180636,-210448,8,-1.1,0,0,0,0,0,7.3514,-3.2586,0.2188,0
Ni(Oxal),NA,NiC2O4,aq,"PSK99 [S07]",NA,24.Aug.06,-179041,-209437,6,-5,0,0,0,0,0,5.3189,-4.053,0.2491,0
Li(Mal)-,NA,LiC3H2O4-,aq,"PSK99 [S07]",NA,24.Aug.06,-234812,-272078,31,28.8,0,0,0,0,0,32.7472,2.832,1.1605,-1
Mg(Mal),NA,MgC3H2O4,aq,"PSK99 [S07]",NA,24.Aug.06,-276167,-317081,4,9.3,0,0,0,0,0,13.9292,-1.1482,0.2794,0
Zn(Mal),NA,ZnC3H2O4,aq,"PSK99 [S07]",NA,24.Aug.06,-204172,-242743,14,8.3,0,0,0,0,0,12.1007,-1.3438,0.128,0
Cd(Mal),NA,CdC3H2O4,aq,"PSK99 [S07]",NA,24.Aug.06,-187027,-225429,17,11.1,0,0,0,0,0,13.3032,-0.7938,0.0825,0
Al(Mal)+,NA,AlC3H2O4+,aq,"PSK99 [S07]",NA,24.Aug.06,-289589,-331497,-16,-17.9,0,0,0,0,0,2.2763,-6.6807,0.7895,1
Pb(Mal),NA,PbC3H2O4,aq,"PSK99 [S07]",NA,24.Aug.06,-174819,-204905,48,1.9,0,0,0,0,0,3.7922,-2.6475,-0.4172,0
Mn(Succ),NA,MnC4H4O4,aq,"PSK99 [S07]",NA,24.Aug.06,-222564,-267487,23,25.4,0,0,0,0,0,20.9831,2.1394,-0.0083,0
Co(Succ),NA,CoC4H4O4,aq,"PSK99 [S07]",NA,24.Aug.06,-180409,-228471,12,21.7,0,0,0,0,0,20.2073,1.3857,0.1583,0
Ni(Succ),NA,NiC4H4O4,aq,"PSK99 [S07]",NA,24.Aug.06,-178473,-227715,8,17.8,0,0,0,0,0,18.428,0.5913,0.2188,0
Pb(Succ),NA,PbC4H4O4,aq,"PSK99 [S07]",NA,24.Aug.06,-175603,-212429,58,16.8,0,0,0,0,0,11.5118,0.3876,-0.5383,0
Na(Oxal)-,NA,NaC2O4-,aq,"PSK99 [S07]",NA,24.Aug.06,-224864,-253467,32.8,15.8,0,0,0,0,0,24.887,0.1839,1.1317,-1
K(Oxal)-,NA,KC2O4-,aq,"PSK99 [S07]",NA,24.Aug.06,-229702,-256488,42.1,8.7,0,0,0,0,0,19.5508,-1.2623,0.9911,-1
Fe(Oxal)+,NA,FeC2O4+,aq,"PSK99 [S07]",NA,24.Aug.06,-177951,-209886,-15.4,-27.4,0,0,0,0,0,-3.2911,-8.6159,0.7895,1
Cu(Oxal),NA,CuC2O4,aq,"PSK99 [S07]",NA,24.Aug.06,-153871,-181609,15.7,1,0,0,0,0,0,7.6072,-2.8308,0.1022,0
Na(Mal)-,NA,NaC4H4O5-,aq,"PSK99 [S07]",NA,24.Aug.06,-227252,-265366,33.5,23.7,0,0,0,0,0,29.43,1.7931,1.1213,-1
K(Mal)-,NA,KC4H4O5-,aq,"PSK99 [S07]",NA,24.Aug.06,-232648,-268321,44.9,16.6,0,0,0,0,0,23.826,0.3468,0.9486,-1
Cu(Mal),NA,CuC3H2O4,aq,"PSK99 [S07]",NA,24.Aug.06,-155944,-192837,17.6,8.9,0,0,0,0,0,11.9966,-1.2216,0.0735,0
La(Mal)+,NA,LaC3H2O4+,aq,"PSK99 [S07]",NA,24.Aug.06,-334582,-376503,-9.2,-22.6,0,0,0,0,0,-1.3006,-7.6381,0.6911,1
Gd(Mal)+,NA,GdC3H2O4+,aq,"PSK99 [S07]",NA,24.Aug.06,-329715,-371001,-4.4,-21.3,0,0,0,0,0,-1.1139,-7.3733,0.6223,1
Lu(Mal)+,NA,LuC3H2O4+,aq,"PSK99 [S07]",NA,24.Aug.06,-330965,-374877,-17.3,-17.4,0,0,0,0,0,2.75,-6.5789,0.8111,1
Yb(Mal)+,NA,YbC3H2O4+,aq,"PSK99 [S07]",NA,24.Aug.06,-324483,-367480,-12.1,-21.8,0,0,0,0,0,-0.4362,-7.4752,0.7384,1
Th(Mal)+2,NA,ThC3H2O4+2,aq,"PSK99 [S07]",NA,24.Aug.06,-342153,-389489,-44.2,14.8,0,0,0,0,0,29.2591,-0.0197,1.7247,2
UO2(Mal),NA,UO2C3H2O4,aq,"PSK99 [S07]",NA,24.Aug.06,-400814,-452438,21.3,23.7,0,0,0,0,0,20.202,1.7931,0.0174,0
Ce(Mal)+,NA,CeC3H2O4+,aq,"PSK99 [S07]",NA,24.Aug.06,-331473,-373278,-5.2,-24,0,0,0,0,0,-2.6279,-7.9233,0.6305,1
Nd(Mal)+,NA,NdC3H2O4+,aq,"PSK99 [S07]",NA,24.Aug.06,-331810,-373133,-3.7,-28.6,0,0,0,0,0,-5.5261,-8.8603,0.0603,1
Sm(Mal)+,NA,SmC3H2O4+,aq,"PSK99 [S07]",NA,24.Aug.06,-330706,-372547,-5.9,-28.7,0,0,0,0,0,-5.313,-8.8807,0.6388,1
Pr(Mal)+,NA,PrC3H2O4+,aq,"PSK99 [S07]",NA,24.Aug.06,-333756,-375646,-5.2,-33.1,0,0,0,0,0,-7.961,-9.777,0.6305,1
Eu(Mal)+,NA,EuC3H2O4+,aq,"PSK99 [S07]",NA,24.Aug.06,-308524,-351636,-8.2,-22,0,0,0,0,0,-1.099,-7.5159,0.6732,1
Tb(Mal)+,NA,TbC3H2O4+,aq,"PSK99 [S07]",NA,24.Aug.06,-331392,-374477,-9.2,-25.9,0,0,0,0,0,-3.2346,-8.3103,0.6911,1
Dy(Mal)+,NA,DyCC3H2O4+,aq,"PSK99 [S07]",NA,24.Aug.06,-330783,-373740,-8.4,-17.1,0,0,0,0,0,1.8472,-6.5178,0.6821,1
Tm(Mal)+,NA,TmC3H2O4+,aq,"PSK99 [S07]",NA,24.Aug.06,-331888,-376252,-13.3,-19.7,0,0,0,0,0,0.8771,-7.0474,0.7483,1
Ho(Mal)+,NA,HoC3H2O4+,aq,"PSK99 [S07]",NA,24.Aug.06,-333361,-377876,-13.5,-18.7,0,0,0,0,0,1.5473,-6.8437,0.7484,1
Er(Mal)+,NA,ErC3H2O4+,aq,"PSK99 [S07]",NA,24.Aug.06,-331861,-376225,-13.5,-19.7,0,0,0,0,0,0.9612,-7.0407,0.7584,1
Sc(Mal)+,NA,ScC3H2O4+,aq,"PSK99 [S07]",NA,24.Aug.06,-311096,-351728,-10.2,-20.8,0,0,0,0,0,-0.091,-7.2715,0.7096,1
Fe(Mal)+,NA,FeC3H2O4+,aq,"PSK99 [S07]",NA,24.Aug.06,-174934,-215130,-10.5,-19.5,0,0,0,0,0,0.6708,-7.0067,0.7096,1
Na(Succ)-,NA,NaC4H4O4-,aq,"PSK99 [S07]",NA,24.Aug.06,-228131,-273880,40.5,38.6,0,0,0,0,0,37.2808,4.8282,1.0158,-1
K(Succ)-,NA,KC4H4O4-,aq,"PSK99 [S07]",NA,24.Aug.06,-233063,-276729,50.7,31.5,0,0,0,0,0,31.8262,3.382,0.8611,-1
Ca(Succ),NA,CaC4H4O4,aq,"PSK99 [S07]",NA,24.Aug.06,-299556,-344864,24,22,0,0,0,0,0,18.8639,1.4468,-0.0234,0
Cu(Succ),NA,CuC4H4O4,aq,"PSK99 [S07]",NA,24.Aug.06,-153453,-197474,26.3,23.8,0,0,0,0,0,19.6276,1.8135,-0.0583,0
Zn(Succ),NA,ZnC4H4O4,aq,"PSK99 [S07]",NA,24.Aug.06,-203223,-249935,19.3,23.2,0,0,0,0,0,20.1623,1.6912,0.0477,0
Cd(Succ),NA,CdC4H4O4,aq,"PSK99 [S07]",NA,24.Aug.06,-186515,-231329,28.1,26,0,0,0,0,0,20.6891,2.2616,-0.0855,0
UO2(Succ),NA,UO2C4H4O4,aq,"PSK99 [S07]",NA,24.Aug.06,-399128,-457582,31,38.6,0,0,0,0,0,27.7064,4.8282,-0.1295,0
Th(Succ)+2,NA,ThC4H4O4+2,aq,"PSK99 [S07]",NA,24.Aug.06,-342227,-397102,-36.5,29.7,0,0,0,0,0,37.0433,3.0153,1.6113,2
Cu(Glut),NA,CuC5H6O4,aq,"PSK99 [S07]",NA,24.Aug.06,-152107,-207131,22,34.6,0,0,0,0,0,26.5015,4.0134,0.0068,0
Zn(Glut),NA,ZnC5H6O4,aq,"PSK99 [S07]",NA,24.Aug.06,-202095,-259214,17,34,0,0,0,0,0,26.7828,3.8912,0.0825,0
Cd(Glut),NA,CdC5H6O4,aq,"PSK99 [S07]",NA,24.Aug.06,-184704,-239925,25.8,36.8,0,0,0,0,0,27.3096,4.4616,-0.0507,0
Ni(Glut),NA,NiC5H6O4,aq,"PSK99 [S07]",NA,24.Aug.06,-177781,-237520,5.4,28.6,0,0,0,0,0,25.0868,2.7912,0.2582,0
NH4(Oxal)-,NA,NH4C2O4-,aq,"PSK99 [S07]",NA,24.Aug.06,-181345,-228018,45.3,22.7,0,0,0,0,0,27.3509,1.5894,0.9427,-1
Mg(Oxal),NA,MgC2O4,aq,"PSK99 [S07]",NA,24.Aug.06,-274285,-305250,4.8,1.4,0,0,0,0,0,9.2216,-2.7493,0.2673,0
Ca(Oxal),NA,CaC2O4,aq,"PSK99 [S07]",NA,24.Aug.06,-297573,-325221,18,-0.8,0,0,0,0,0,6.2612,-3.1975,0.0674,0
Zn(Oxal),NA,ZnC2O4,aq,"PSK99 [S07]",NA,24.Aug.06,-202918,-233143,9.4,0.4,0,0,0,0,0,8.0532,-2.953,0.1976,0
Cd(Oxal),NA,CdC2O4,aq,"PSK99 [S07]",NA,24.Aug.06,-185118,-214285,15.4,3.2,0,0,0,0,0,8.9346,-2.3827,0.1068,0
Al(Oxal)+,NA,AlC2O4+,aq,"PSK99 [S07]",NA,24.Aug.06,-286615,-321675,-25.6,-25.8,0,0,0,0,0,-1.0645,-8.29,0.9437,1
Yb(Oxal)+,NA,YbC2O4+,aq,"PSK99 [S07]",NA,24.Aug.06,-324061,-357155,-11.5,-29.7,0,0,0,0,0,-5.1477,-9.0844,0.7287,1
Ce(Oxal)+,NA,CeC2O4+,aq,"PSK99 [S07]",NA,24.Aug.06,-331596,-363955,-6.1,-31.9,0,0,0,0,0,-7.1182,-9.5325,0.6472,1
Nd(Oxal)+,NA,NdC2O4+,aq,"PSK99 [S07]",NA,24.Aug.06,-331538,-363962,-6.5,-36.5,0,0,0,0,0,-9.8139,-10.4696,0.6472,1
Eu(Oxal)+,NA,EuC2O4+,aq,"PSK99 [S07]",NA,24.Aug.06,-307296,-340878,-8.8,-29.9,0,0,0,0,0,-5.6544,-9.1251,0.6821,1
Gd(Oxal)+,NA,GdC2O4+,aq,"PSK99 [S07]",NA,24.Aug.06,-329265,-361383,-6.3,-29.2,0,0,0,0,0,-5.5358,-8.9825,0.6472,1
Ru(Oxal)+,NA,RuC2O4+,aq,"PSK99 [S07]",NA,24.Aug.06,-126482,-160160,-20.9,-15.8,0,0,0,0,0,4.1659,-6.253,0.8683,1
Pa(Oxal)+2,NA,PaC2O4+2,aq,"PSK99 [S07]",NA,24.Aug.06,-320000,-356365,-40,7.6,0,0,0,0,0,24.5556,-1.4864,1.6668,2
Th(Oxal)+2,NA,ThC2O4+2,aq,"PSK99 [S07]",NA,24.Aug.06,-344064,-380981,-41.5,6.9,0,0,0,0,0,24.3366,-1.629,1.6897,2
U(Oxal)+2,NA,UC2O4+2,aq,"PSK99 [S07]",NA,24.Aug.06,-299498,-335905,-40.5,7.3,0,0,0,0,0,24.3797,-1.5475,1.6668,2
Np(Oxal)+2,NA,NpC2O4+2,aq,"PSK99 [S07]",NA,24.Aug.06,-290553,-324602,-41.8,6.8,0,0,0,0,0,24.2778,-1.6493,1.6897,2
PuO2(Oxal),NA,PuO2C2O4,aq,"PSK99 [S07]",NA,24.Aug.06,-347049,-388846,12.9,15.8,0,0,0,0,0,16.6355,0.1839,0.1446,0
UO2(Oxal),NA,UO2C2O4,aq,"PSK99 [S07]",NA,24.Aug.06,-394838,-439747,11.2,15.8,0,0,0,0,0,16.8508,0.1839,0.1704,0
Am(Oxal)+,NA,AmC2O4+,aq,"PSK99 [S07]",NA,24.Aug.06,-313961,-342092,-6.1,-28.9,0,0,0,0,0,-5.36,-8.9214,0.6472,1
Cm(Oxal)+,NA,CmC2O4+,aq,"PSK99 [S07]",NA,24.Aug.06,-311797,-340287,-6.3,-28.8,0,0,0,0,0,-5.3012,-8.9011,0.6472,1
Y(Oxal)+,NA,YC2O4+,aq,"PSK99 [S07]",NA,24.Aug.06,-333796,-366418,-13.6,-29,0,0,0,0,0,-4.4891,-8.9418,0.7584,1
Be(Oxal),NA,BeC2O4,aq,"PSK99 [S07]",NA,24.Aug.06,-258486,-287616,5.4,5.4,0,0,0,0,0,11.4898,-1.9345,0.2582,0
Hg(Oxal),NA,HgC2O4,aq,"PSK99 [S07]",NA,24.Aug.06,-135958,-165076,21.3,8.9,0,0,0,0,0,11.5281,-1.2216,0.0174,0
Cr(Oxal),NA,CrC2O4,aq,"PSK99 [S07]",NA,24.Aug.06,-206872,-235418,10.7,-0.5,0,0,0,0,0,7.3612,-3.1364,0.178,0
Fe(Oxal),NA,FeC2O4,aq,"PSK99 [S07]",NA,24.Aug.06,-187214,-216233,10,-1.4,0,0,0,0,0,6.9223,-3.3197,0.1886,0
La(Oxal)+,NA,LaC2O4+,aq,"PSK99 [S07]",NA,24.Aug.06,-332059,-363948,-8.2,-30.5,0,0,0,0,0,-6.0804,-9.2474,0.6732,1
Tb(Oxal)+,NA,TbC2O4+,aq,"PSK99 [S07]",NA,24.Aug.06,-330479,-363938,-9.5,-29.1,0,0,0,0,0,-5.1099,-8.9622,0.6911,1
Er(Oxal)+,NA,ErC2O4+,aq,"PSK99 [S07]",NA,24.Aug.06,-326540,-360868,-12.4,-27.4,0,0,0,0,0,-3.7182,-8.6159,0.7384,1
Lu(Oxal)+,NA,LuC2O4+,aq,"PSK99 [S07]",NA,24.Aug.06,-330652,-364368,-15.7,-25.3,0,0,0,0,0,-2.0604,-8.1881,0.7895,1
Cr(Oxal)+,NA,CrC2O4+,aq,"PSK99 [S07]",NA,24.Aug.06,-219365,-253960,-25.2,-15.9,0,0,0,0,0,4.6276,-6.2733,0.9306,1
Ga(Oxal)+,NA,GaC2O4+,aq,"PSK99 [S07]",NA,24.Aug.06,-213318,-249539,-26.5,-19.5,0,0,0,0,0,2.7393,-7.0067,0.957,1
Sc(Oxal)+,NA,ScC2O4+,aq,"PSK99 [S07]",NA,24.Aug.06,-308354,-340481,-14.3,-28.7,0,0,0,0,0,-4.2279,-8.8807,0.7686,1
In(Oxal)+,NA,InC2O4+,aq,"PSK99 [S07]",NA,24.Aug.06,-194447,-228632,-15.6,-8.6,0,0,0,0,0,7.7267,-4.7863,0.7895,1
Pu(Oxal)+2,NA,PuC2O4+2,aq,"PSK99 [S07]",SLOP07.1,24.Aug.06,-285533,-322634,-36,7.1,0,0,0,0,0,23.7073,-1.5882,1.6004,2
NpO2(Oxal),NA,NpO2C2O4,aq,"PSK99 [S07]",CHNOSZ.6,24.Aug.06,-327304,-365780,23.7,17.8,0,0,0,0,0,22.4362,0.5913,0.6983,0
Sm(Oxal)+,NA,SmC2O4+,aq,"PSK99 [S07]",NA,24.Aug.06,-327268,-359798,-7.3,-36.6,0,0,0,0,0,-9.729,-10.4899,0.6644,1
Cs(Mal)-,NA,CsC3H2O4-,aq,"PSK99 [S07]",NA,24.Aug.06,-234261,-269659,50.7,8.3,0,0,0,0,0,18.2295,-1.3438,0.8611,-1
NH4(Mal)-,NA,NH4C3H2O4-,aq,"PSK99 [S07]",NA,24.Aug.06,-184292,-240119,47.2,30.6,0,0,0,0,0,31.744,3.1986,0.9143,-1
Sr(Mal),NA,SrC3H2O4,aq,"PSK99 [S07]",NA,24.Aug.06,-301413,-337769,24,4.6,0,0,0,0,0,8.6663,-2.0975,-0.0234,0
Cr(Mal),NA,CrC3H2O4,aq,"PSK99 [S07]",NA,24.Aug.06,-209628,-247329,12.6,7.4,0,0,0,0,0,11.7505,-1.5271,0.1492,0
Be(Mal),NA,BeC3H2O4,aq,"PSK99 [S07]",NA,24.Aug.06,-263425,-301710,7.3,13.3,0,0,0,0,0,15.8793,-0.3253,0.2294,0
Fe(Mal),NA,FeC3H2O4,aq,"PSK99 [S07]",NA,24.Aug.06,-190569,-228744,11.9,6.5,0,0,0,0,0,11.3118,-1.7105,0.1598,0
In(Mal)+,NA,InC3H2O4+,aq,"PSK99 [S07]",NA,24.Aug.06,-197039,-240379,-13.7,-0.7,0,0,0,0,0,12.0964,-3.1771,0.7584,1
Y(Mal)+,NA,YC3H2O4+,aq,"PSK99 [S07]",NA,24.Aug.06,-334437,-346214,-11.7,-21.1,0,0,0,0,0,-0.1075,-7.3326,0.7287,1
Ca(Mal),NA,CaC3H2O4,aq,"PSK99 [S07]",NA,24.Aug.06,-299291,-336094,19.9,7.1,0,0,0,0,0,10.9999,-1.5943,0.0825,0
Ba(Mal),NA,BaC3H2O4,aq,"PSK99 [S07]",NA,24.Aug.06,-300901,-336014,30.7,2.3,0,0,0,0,0,6.3055,-2.566,-0.1446,0
Mn(Mal),NA,MnC3H2O4,aq,"PSK99 [S07]",NA,24.Aug.06,-223349,-260016,18.1,10.5,0,0,0,0,0,12.5039,-0.8957,0.022,0
Co(Mal),NA,CoC3H2O4,aq,"PSK99 [S07]",NA,24.Aug.06,-181890,-220607,10.7,6.8,0,0,0,0,0,11.4747,-1.6493,0.1583,0
Ni(Mal),NA,NiC3H2O4,aq,"PSK99 [S07]",NA,24.Aug.06,-180254,-219729,8.2,2.9,0,0,0,0,0,9.8222,-2.4438,0.234,0
Mg(Succ),NA,MgC4H4O4,aq,"PSK99 [S07]",NA,24.Aug.06,-275327,-323172,13.4,24.2,0,0,0,0,0,21.4953,1.8949,0.1371,0
Ba(Succ),NA,BaC4H4O4,aq,"PSK99 [S07]",NA,24.Aug.06,-301248,-344085,37.4,17.2,0,0,0,0,0,14.3544,0.469,-0.2264,0
La(Succ)+,NA,LaC4H4O4+,aq,"PSK99 [S07]",CHNOSZ.6,24.Aug.06,-333783,-382552,0.4,-7.7,0,0,0,0,0,6.2221,-4.603,0.5464,1
NH4(Succ)-,NA,NH4C4H4O4-,aq,"PSK99 [S07]",CHNOSZ.6,24.Aug.06,-184830,-248381,53.9,5.5,0,0,0,0,0,16.1839,-1.9142,0.8127,-1
Be(Succ),NA,BeC4H4O4,aq,"PSK99 [S07]",NA,24.Aug.06,-261329,-307338,14,28.2,0,0,0,0,0,23.7636,2.7097,0.128,0
Fe(Succ)+,NA,FeC4H4O4+,aq,"PSK99 [S07]",NA,24.Aug.06,-180944,-230499,-9.3,-4.6,0,0,0,0,0,9.2484,-3.9715,0.6911,1
Sc(Succ)+,NA,ScC4H4O4+,aq,"PSK99 [S07]",NA,24.Aug.06,-311593,-360599,-5.7,-5.9,0,0,0,0,0,8.049,-4.2363,0.6388,1
Sr(Succ),NA,SrC4H4O4,aq,"PSK99 [S07]",NA,24.Aug.06,-305007,-349088,30.7,19.5,0,0,0,0,0,16.4919,0.9172,-0.1249,0
PuO2(Succ),NA,PuO2C4H4O4,aq,"PSK99 [S07]",NA,24.Aug.06,-352253,-410929,21.5,38.6,0,0,0,0,0,28.909,4.8282,0.0144,0
NpO2(Succ),NA,NpO2C4H4O4,aq,"PSK99 [S07]",CHNOSZ.6,24.Aug.06,-334413,-389768,32.3,40.6,0,0,0,0,0,39.4934,5.2356,1.1402,0
Sm(Succ)+,NA,SmC4H4O4+,aq,"PSK99 [S07]",NA,24.Aug.06,-330384,-379793,1.3,-13.8,0,0,0,0,0,2.5301,-5.8456,0.5324,1
Er(Succ)+,NA,ErC4H4O4+,aq,"PSK99 [S07]",NA,24.Aug.06,-331130,-382336,-3.8,-4.8,0,0,0,0,0,8.4222,-4.0123,0.6063,1
U(Succ)+2,NA,UC4H4O4+2,aq,"PSK99 [S07]",NA,24.Aug.06,-298889,-352175,-31.9,30.1,0,0,0,0,0,36.6582,3.0968,1.5372,2
Ba(Glut),NA,BaC5H6O4,aq,"PSK99 [S07]",NA,24.Aug.06,-300284,-350844,44.1,28,0,0,0,0,0,19.8355,2.669,-0.3278,0
Mn(Glut),NA,MnC5H6O4,aq,"PSK99 [S07]",NA,24.Aug.06,-220699,-272813,31.5,36.2,0,0,0,0,0,26.2365,4.3393,-0.137,0
Co(Glut),NA,CoC5H6O4,aq,"PSK99 [S07]",NA,24.Aug.06,-179472,-233636,24.1,32.5,0,0,0,0,0,25.005,3.5856,-0.025,0
