name,abbrv,formula,state,ref1,ref2,date,G,H,S,Cp,V,a1.a,a2.b,a3.c,a4.d,c1.e,c2.f,omega.lambda,z.T
Mn(Pent)+,NA,MnCH3(CH2)3CO2+,aq,"SK95 [S98]",NA,9.Sep.93,-138601,-187646,24.015,225.5,76.2,12.2563,22.144,-2.9511,-3.6943,140.0855,42.9054,0.1895,1
Mn(Pent)2,NA,Mn(CH3CH2CH2CH2CO2)2,aq,"SK95 [S98]",NA,9.Sep.93,-222006,-322033,65.092,524.5,180.2,26.4073,56.6981,-16.5352,-5.1228,313.3047,103.8147,-0.03,0
Fe(Pent)+,NA,FeCH3(CH2)3CO2+,aq,"SK95 [S98]",SLOP98.9,2.Jun.98,-106635,-158584,13.108,216.5,70.5,11.5343,20.3852,-2.2687,-3.6216,136.3259,41.0721,0.3539,1
Fe(Pent)2,NA,Fe(CH3CH2CH2CH2CO2)2,aq,"SK95 [S98]",NA,16.Aug.93,-190586,-293990,50.8,507,173.8,25.5409,54.5813,-15.7,-5.0353,303.0133,100.2378,-0.03,0
Ni(Pent)+,NA,NiCH3(CH2)3CO2+,aq,"SK95 [S98]",NA,7.Sep.93,-95874,-150126,6.018,208.4,62.9,10.5339,17.9393,-1.3007,-3.5205,132.5696,39.4221,0.4615,1
Ni(Pent)2,NA,Ni(CH3CH2CH2CH2CO2)2,aq,"SK95 [S98]",NA,7.Sep.93,-180002,-286892,41.54,491.2,165.4,24.3858,51.7607,-14.5917,-4.9187,293.7512,97.0185,-0.03,0
Cu(Pent)+,NA,CuCH3(CH2)3CO2+,aq,"SK95 [S98]",NA,16.Aug.93,-69817,-121221,16.38,221.9,67.8,11.1516,19.4472,-1.8933,-3.5828,139.0314,42.1721,0.3041,1
Cu(Pent)2,NA,Cu(CH3CH2CH2CH2CO2)2,aq,"SK95 [S98]",NA,16.Aug.93,-154382,-257470,55.1,517.5,170.8,25.1332,53.5902,-15.32,-4.9943,309.1882,102.3839,-0.03,0
Zn(Pent)+,NA,ZnCH3(CH2)3CO2+,aq,"SK95 [S98]",NA,7.Sep.93,-119683,-172896,12.29,220.6,68.2,11.2174,19.6055,-1.9494,-3.5894,138.7888,41.8971,0.3636,1
Zn(Pent)2,NA,Zn(CH3CH2CH2CH2CO2)2,aq,"SK95 [S98]",NA,7.Sep.93,-203415,-308690,49.747,514.9,171.2,25.1842,53.7125,-15.3636,-4.9994,307.6444,101.8474,-0.03,0
Pb(Pent)+,NA,PbCH3(CH2)3CO2+,aq,"SK95 [S98]",NA,7.Sep.93,-90793,-133322,53.738,206.9,77.9,12.3324,22.3315,-3.0281,-3.7021,124.5859,38.9638,-0.262,1
Pb(Pent)2,NA,Pb(CH3CH2CH2CH2CO2)2,aq,"SK95 [S98]",NA,7.Sep.93,-175016,-265793,103.988,486.8,182,26.6621,57.3222,-16.7845,-5.1486,291.1785,96.1242,-0.03,0
Co(Pent)+,NA,CoCH3(CH2)3CO2+,aq,"SK95 [S98]",NA,31.Aug.93,-97933,-150673,11.199,217.2,68.1,11.209,19.5901,-1.9551,-3.5888,136.9956,41.2096,0.3837,1
Co(Pent)2,NA,Co(CH3CH2CH2CH2CO2)2,aq,"SK95 [S98]",NA,31.Aug.93,-182034,-286935,48.32,508.3,171.1,25.1672,53.6696,-15.3437,-4.9976,303.7853,100.506,-0.03,0
Cd(Pent)+,NA,CdCH3(CH2)3CO2+,aq,"SK95 [S98]",NA,31.Aug.93,-103384,-153764,24.288,226.9,77.9,12.4829,22.6985,-3.1719,-3.7173,140.8184,43.1804,0.1832,1
Cd(Pent)2,NA,Cd(CH3CH2CH2CH2CO2)2,aq,"SK95 [S98]",NA,31.Aug.93,-187389,-288726,65.449,527.2,182,26.6621,57.3222,-16.7845,-5.1486,314.8482,104.3513,-0.03,0
Eu(Pent)+,NA,EuCH3(CH2)3CO2+,aq,"SK95 [S98]",NA,31.Aug.93,-211714,-257888,44.739,248.3,92.8,14.4215,27.435,-5.0392,-3.9131,150.5,47.5345,-0.1257,1
La(Pent)+2,NA,LaCH3(CH2)3CO2+2,aq,"SK95 [S98]",NA,1.Sep.93,-250188,-307073,-11.938,196.3,52.3,9.3322,15.0037,-0.1439,-3.3992,132.6336,36.9625,1.2366,2
La(Pent)2+,NA,La(CH3CH2CH2CH2CO2)2+,aq,"SK95 [S98]",NA,1.Sep.93,-335325,-442418,31.735,469.8,153.5,22.7893,47.8627,-13.0596,-4.7575,282.1786,92.6705,0.0717,1
Eu(Pent)+2,NA,EuCH3(CH2)3CO2+2,aq,"SK95 [S98]",NA,1.Sep.93,-223706,-282516,-13.356,197.7,49.2,8.9288,14.0201,0.2395,-3.3585,133.65,37.2375,1.261,2
Eu(Pent)2+,NA,Eu(CH3CH2CH2CH2CO2)2+,aq,"SK95 [S98]",NA,1.Sep.93,-309035,-418206,29.802,472.5,150.1,22.3402,46.7679,-12.6335,-4.7123,283.9817,93.2071,0.0999,1
Gd(Pent)+2,NA,GdCH3(CH2)3CO2+2,aq,"SK95 [S98]",NA,16.Aug.93,-244829,-301364,-7.967,199.3,50.2,9.0391,14.2927,0.1259,-3.3698,133.8403,37.5583,1.1815,2
Gd(Pent)2+,NA,Gd(CH3CH2CH2CH2CO2)2+,aq,"SK95 [S98]",NA,16.Aug.93,-330007,-436320,37.15,475.5,151.2,22.4554,47.0464,-12.7369,-4.7238,284.7556,93.833,-0.0116,1
Yb(Pent)+2,NA,YbCH3(CH2)3CO2+2,aq,"SK95 [S98]",NA,7.Sep.93,-239283,-298479,-18.887,198.2,45.7,8.4697,12.9016,0.6745,-3.3123,134.7001,37.3291,1.3464,2
Yb(Pent)2+,NA,Yb(CH3CH2CH2CH2CO2)2+,aq,"SK95 [S98]",NA,7.Sep.93,-324503,-434659,22.26,473.4,146.1,21.8358,45.5373,-12.1516,-4.6614,285.566,93.3859,0.216,1
U(Pent)+2,NA,UCH3(CH2)3CO2+2,aq,"SK95 [S98]",NA,31.Aug.93,-200147,-254046,-3.57,197,52.4,9.3061,14.941,-0.1209,-3.3966,131.9035,37.1,1.1144,2
Na(Glyc),NA,Na(CH3OCO2),aq,"SK95 [S98]",NA,16.Aug.93,-183829,-212299,39.833,75.7,47.7,8.2625,12.3962,0.8714,-3.2914,50.2253,12.3751,-0.03,0
Na(Glyc)2-,NA,Na(CH3OCO2)2-,aq,"SK95 [S98]",NA,16.Aug.93,-304876,-369684,56.615,171.3,101.8,15.9533,31.1718,-6.5007,-4.0675,113.6563,31.8554,0.7716,-1
K(Glyc),NA,KCH3OCO2,aq,"SK95 [S98]",NA,30.Aug.93,-188721,-214171,53.168,59.7,58.9,9.8131,16.1774,-0.6044,-3.4477,40.8892,9.1302,-0.03,0
K(Glyc)2-,NA,K(CH3OCO2)2-,aq,"SK95 [S98]",NA,30.Aug.93,-309741,-370519,73.335,140.2,114.4,17.5955,35.181,-8.0761,-4.2333,93.1092,25.5242,0.5185,-1
Ca(Glyc)+,NA,CaCH3OCO2+,aq,"SK95 [S98]",NA,16.Aug.93,-255541,-285318,17.505,83.6,28.7,5.7854,6.3436,3.2594,-3.0411,57.8209,13.9991,0.2873,1
Ca(Glyc)2,NA,Ca(CH3OCO2)2,aq,"SK95 [S98]",NA,16.Aug.93,-378403,-441481,44.473,189.1,80.7,12.8031,23.482,-3.484,-3.7496,116.6861,35.4751,-0.03,0
Mg(Glyc)+,NA,MgCH3OCO2+,aq,"SK95 [S98]",NA,30.Aug.93,-231489,-266450,-2,88.6,24.8,5.3533,5.2917,3.666,-2.9977,63.4339,15.0028,0.5831,1
Mg(Glyc)2,NA,Mg(CH3OCO2)2,aq,"SK95 [S98]",NA,30.Aug.93,-353983,-424040,18.948,198.7,76.4,12.2102,22.0339,-2.9133,-3.6898,122.3206,37.4335,-0.03,0
Sr(Glyc)+,NA,SrCH3OCO2+,aq,"SK95 [S98]",NA,30.Aug.93,-257717,-286078,25.645,78,29.4,5.8421,6.4821,3.2052,-3.0469,53.342,12.8441,0.1618,1
Sr(Glyc)2,NA,Sr(CH3OCO2)2,aq,"SK95 [S98]",NA,30.Aug.93,-380197,-441109,55.125,178,81.5,12.9135,23.7481,-3.5809,-3.7606,110.2025,33.2217,-0.03,0
Ba(Glyc)+,NA,BaCH3OCO2+,aq,"SK95 [S98]",NA,30.Aug.93,-256564,-282924,34,72.9,34.8,6.5329,8.1729,2.5314,-3.1168,49.2137,11.8129,0.0358,1
Ba(Glyc)2,NA,Ba(CH3OCO2)2,aq,"SK95 [S98]",NA,30.Aug.93,-378689,-436833,66.059,168.1,87.5,13.7306,25.7444,-4.3677,-3.8432,104.4137,31.2096,-0.03,0
Mn(Glyc)+,NA,MnCH3OCO2+,aq,"SK95 [S98]",NA,30.Aug.93,-177828,-208594,11.915,91.3,29.7,5.9609,6.7761,3.0811,-3.059,63.1381,15.5712,0.3735,1
Mn(Glyc)2,NA,Mn(CH3OCO2)2,aq,"SK95 [S98]",NA,30.Aug.93,-300155,-364736,37.157,204.1,81.9,12.9661,23.8786,-3.6359,-3.766,125.5108,38.5424,-0.03,0
Fe(Glyc)+,NA,FeCH3OCO2+,aq,"SK95 [S98]",SLOP98.9,2.Jun.98,-146010,-179712,1.008,82.3,40.5,7.4836,10.4932,1.6217,-3.2127,59.3916,13.7379,0.5394,1
Fe(Glyc)2,NA,Fe(CH3OCO2)2,aq,"SK95 [S98]",SLOP98.9,2.Jun.98,-269459,-338010,22.883,186.6,110.3,16.8444,33.3487,-7.3593,-4.1575,115.2196,34.9654,-0.03,0
Ni(Glyc)+,NA,NiCH3OCO2+,aq,"SK95 [S98]",NA,30.Aug.93,-135153,-171125,-6.082,74.2,16.5,4.2391,2.5699,4.738,-2.8851,55.6378,12.0879,0.6472,1
Ni(Glyc)2,NA,Ni(CH3OCO2)2,aq,"SK95 [S98]",NA,30.Aug.93,-258711,-330154,13.605,170.8,67.2,10.9446,18.9412,-1.6924,-3.5619,105.9573,31.7462,-0.03,0
Cu(Glyc)+,NA,CuCH3OCO2+,aq,"SK95 [S98]",NA,16.Aug.93,-109438,-142561,4.28,87.7,21.4,4.8555,4.075,4.147,-2.9474,62.066,14.8378,0.4862,1
Cu(Glyc)2,NA,Cu(CH3OCO2)2,aq,"SK95 [S98]",NA,16.Aug.93,-233022,-300664,27.166,197.1,72.6,11.6921,20.7705,-2.4205,-3.6376,121.3943,37.1116,-0.03,0
Zn(Glyc)+,NA,ZnCH3OCO2+,aq,"SK95 [S98]",SLOP98.9,2.Jun.98,-159617,-194586,0.19,86.4,21.7,4.9216,4.2387,4.0776,-2.9541,61.8303,14.5628,0.5464,1
Zn(Glyc)2,NA,Zn(CH3OCO2)2,aq,"SK95 [S98]",NA,30.Aug.93,-283311,-353139,21.813,194.5,73,11.743,20.893,-2.4643,-3.6426,119.8505,36.5751,-0.03,0
Pb(Glyc)+,NA,PbCH3OCO2+,aq,"SK95 [S98]",NA,16.Aug.93,-130018,-154267,41.638,72,47.8,8.2809,12.4416,0.8529,-3.2932,47.6306,11.6296,-0.0788,1
Pb(Glyc)2,NA,Pb(CH3OCO2)2,aq,"SK95 [S98]",NA,16.Aug.93,-253616,-308946,76.1054,166.4,118.5,17.9656,36.0834,-8.4279,-4.2706,103.3846,30.8519,-0.03,0
Co(Glyc)+,NA,CoCH3OCO2+,aq,"SK95 [S98]",NA,30.Aug.93,-136871,-171331,-0.901,83,21.6,4.9137,4.2158,4.0944,-2.9532,60.0521,13.8754,0.5681,1
Co(Glyc)2,NA,Co(CH3OCO2)2,aq,"SK95 [S98]",NA,30.Aug.93,-260101,-329556,20.386,187.9,72.9,11.726,20.8501,-2.4444,-3.6408,115.9914,35.2337,-0.03,0
Cd(Glyc)+,NA,CdCH3OCO2+,aq,"SK95 [S98]",NA,30.Aug.93,-142281,-174381,12.188,92.7,31.4,6.188,7.3293,2.8656,-3.0819,63.8836,15.8461,0.3686,1
Cd(Glyc)2,NA,Cd(CH3OCO2)2,aq,"SK95 [S98]",NA,30.Aug.93,-265388,-331279,37.514,206.7,83.8,13.221,24.5024,-3.8851,-3.7918,127.0546,39.0789,-0.03,0
Eu(Glyc)+,NA,EuCH3OCO2+,aq,"SK95 [S98]",NA,30.Aug.93,-252044,-279938,32.639,114.1,46.3,8.1255,12.0562,1.0166,-3.2773,73.5346,20.2002,0.0564,1
Eu(Glyc)2,NA,Eu(CH3OCO2)2,aq,"SK95 [S98]",NA,30.Aug.93,-374046,-433849,64.278,248.5,100.4,15.4973,30.0577,-6.0619,-4.0215,151.4961,47.5743,-0.03,0
Na(Lac),NA,NaCH3CH2OCO2,aq,"SK95 [S98]",NA,16.Aug.93,-185189,-221669,45.533,113.1,64,10.5067,17.8733,-1.276,-3.5178,72.1974,20.0121,-0.03,0
Na(Lac)2-,NA,Na(CH3CH2OCO2)2-,aq,"SK95 [S98]",NA,16.Aug.93,-307610,-388006,69.462,260.8,136.5,20.6323,42.5939,-10.9852,-4.5397,164.3333,50.0919,0.5771,-1
K(Lac),NA,KCH3CH2OCO2,aq,"SK95 [S98]",NA,30.Aug.93,-190081,-223541,58.868,97.2,75.3,12.0572,21.661,-2.7676,-3.6744,62.8615,16.7671,-0.03,0
K(Lac)2-,NA,K(CH3CH2OCO2)2-,aq,"SK95 [S98]",NA,30.Aug.93,-312475,-388842,86.182,229.7,149.1,22.2742,46.6039,-12.5625,-4.7055,143.7822,43.7607,0.3236,-1
Ca(Lac)+,NA,CaCH3CH2OCO2+,aq,"SK95 [S98]",NA,16.Aug.93,-256587,-294436,23,121.1,45.1,8.0009,11.7524,1.1355,-3.2647,79.0115,21.6361,0.2025,1
Ca(Lac)2,NA,Ca(CH3CH2OCO2)2,aq,"SK95 [S98]",NA,16.Aug.93,-380563,-459217,57.364,278.6,115.4,17.5477,35.0629,-8.0266,-4.2284,169.154,53.7117,-0.03,0
Mg(Lac)+,NA,MgCH3CH2OCO2+,aq,"SK95 [S98]",NA,30.Aug.93,-232904,-274593,8,126,41.2,7.5465,10.6466,1.5614,-3.219,84.0159,22.6398,0.4322,1
Mg(Lac)2,NA,Mg(CH3CH2OCO2)2,aq,"SK95 [S98]",NA,30.Aug.93,-356826,-440700,37.734,288.2,111.1,16.9548,33.6148,-7.4563,-4.1685,174.7884,55.6701,-0.03,0
Sr(Lac)+,NA,SrCH3CH2OCO2+,aq,"SK95 [S98]",NA,30.Aug.93,-258627,-295697,29,115.4,45.8,8.0696,11.9219,1.0649,-3.2718,74.8585,20.4811,0.1124,1
Sr(Lac)2,NA,Sr(CH3CH2OCO2)2,aq,"SK95 [S98]",NA,30.Aug.93,-382098,-459421,65.215,267.5,116.2,17.6581,35.3352,-8.139,-4.2397,162.6705,51.4582,-0.03,0
Ba(Lac)+,NA,BaCH3CH2OCO2+,aq,"SK95 [S98]",NA,30.Aug.93,-257433,-291416,41,110.4,51.2,8.7414,13.5626,0.4195,-3.3396,70.2142,19.4498,-0.0697,1
Ba(Lac)2,NA,Ba(CH3CH2OCO2)2,aq,"SK95 [S98]",NA,30.Aug.93,-380522,-453654,80.919,257.6,122.2,18.4752,37.3316,-8.9265,-4.3222,156.8818,49.4461,-0.03,0
Mn(Lac)+,NA,MnCH3CH2OCO2+,aq,"SK95 [S98]",NA,30.Aug.93,-178981,-217756,17.615,128.8,46.1,8.1746,12.1772,0.9667,-3.2823,84.2783,23.2081,0.2832,1
Mn(Lac)2,NA,Mn(CH3CH2OCO2)2,aq,"SK95 [S98]",NA,30.Aug.93,-302971,-383047,50.317,293.6,116.6,17.7108,35.4655,-8.1945,-4.245,177.9788,56.7789,-0.03,0
Fe(Lac)+,NA,FeCH3CH2OCO2+,aq,"SK95 [S98]",SLOP98.9,2.Jun.98,-147289,-189013,6.708,119.8,40.5,7.4532,10.4168,1.6567,-3.2095,80.5362,21.3748,0.4496,1
Fe(Lac)2,NA,Fe(CH3CH2OCO2)2,aq,"SK95 [S98]",SLOP98.9,2.Jun.98,-272042,-356112,36.043,276.1,110.3,16.8444,33.3487,-7.3593,-4.1575,167.6874,53.202,-0.03,0
Ni(Lac)+,NA,NiCH3CH2OCO2+,aq,"SK95 [S98]",SLOP98.9,2.Jun.98,-135599,-179621,-0.382,111.7,32.9,6.4541,7.98,2.6079,-3.1088,76.8142,19.7248,0.5608,1
Ni(Lac)2,NA,Ni(CH3CH2OCO2)2,aq,"SK95 [S98]",NA,30.Aug.93,-259957,-346896,26.765,260.3,101.8,15.6892,30.5284,-6.2512,-4.0409,158.4254,49.9827,-0.03,0
Cu(Lac)+,NA,CuCH3CH2OCO2+,aq,"SK95 [S98]",NA,16.Aug.93,-110347,-151481,9.98,125.2,37.8,7.0703,9.4856,2.0147,-3.171,83.2379,22.4748,0.3993,1
Cu(Lac)2,NA,Cu(CH3CH2OCO2)2,aq,"SK95 [S98]",NA,16.Aug.93,-235047,-318184,40.325,286.6,107.3,16.4367,32.3514,-6.9634,-4.1163,173.8623,55.3481,-0.03,0
Zn(Lac)+,NA,ZnCH3CH2OCO2+,aq,"SK95 [S98]",NA,30.Aug.93,-160731,-200064,18,123.9,38.1,7.0755,9.4969,2.0126,-3.1715,81.34,22.1998,0.2792,1
Zn(Lac)2,NA,Zn(CH3CH2OCO2)2,aq,"SK95 [S98]",NA,30.Aug.93,-285376,-364728,55,284,107.7,16.4877,32.4799,-7.0229,-4.1216,172.3186,54.8116,-0.03,0
Pb(Lac)+,NA,PbCH3CH2OCO2+,aq,"SK95 [S98]",NA,16.Aug.93,-131350,-163610,47.338,109.5,47.8,8.2516,12.3686,0.8843,-3.2902,68.8031,19.2665,-0.1656,1
Pb(Lac)2,NA,Pb(CH3CH2OCO2)2,aq,"SK95 [S98]",NA,16.Aug.93,-256295,-327120,89.213,255.9,118.5,17.9656,36.0834,-8.4279,-4.2706,155.8527,49.0884,-0.03,0
Co(Lac)+,NA,CoCH3CH2OCO2+,aq,"SK95 [S98]",NA,30.Aug.93,-137385,-179856,4.799,120.5,38,7.1281,9.6212,1.9722,-3.1766,81.2111,21.5123,0.4799,1
Co(Lac)2,NA,Co(CH3CH2OCO2)2,aq,"SK95 [S98]",NA,30.Aug.93,-261457,-346408,33.545,277.4,107.5,16.4707,32.437,-7.003,-4.1198,168.4594,53.4702,-0.03,0
Cd(Lac)+,NA,CdCH3CH2OCO2+,aq,"SK95 [S98]",NA,30.Aug.93,-143409,-183519,17.888,130.2,47.8,8.4019,12.7361,0.739,-3.3054,85.0322,23.4831,0.2792,1
Cd(Lac)2,NA,Cd(CH3CH2OCO2)2,aq,"SK95 [S98]",NA,30.Aug.93,-267699,-349085,50.673,296.3,118.5,17.9656,36.0834,-8.4279,-4.2706,179.5224,57.3155,-0.03,0
Eu(Lac)+,NA,Eu(CH3CH2OCO2)+,aq,"SK95 [S98]",NA,30.Aug.93,-252899,-288803,38.339,151.6,62.7,10.3407,17.4658,-1.1113,-3.5009,94.7163,27.8372,-0.0294,1
Eu(Lac)2,NA,Eu(CH3CH2OCO2)2,aq,"SK95 [S98]",NA,30.Aug.93,-376425,-451723,77.437,338,135.1,20.2419,41.6449,-10.6207,-4.5005,203.9641,65.8108,-0.03,0
Ca(Gly)+,NA,Ca(C2H4NO2)+,aq,"SK95 [S98]",CHNOSZ.2,3.Sep.06,-211570,-240519,34.375,59.3,32.6,6.2431,7.4595,2.8241,-3.0873,41.4246,9.0464,0.0543,1
Ca(Gly)2,NA,Ca(C2H4NO2)2,aq,"SK95 [S98]",CHNOSZ.2,3.Sep.06,-290215,-351722,77.929,131,89,13.9371,26.2517,-4.5733,-3.8641,82.6597,23.6485,-0.03,0
Mg(Gly)+,NA,Mg(C2H4NO2)+,aq,"SK95 [S98]",CHNOSZ.2,3.Sep.06,-190820,-227064,7.788,64.2,28.7,5.8466,6.4953,3.1944,-3.0474,48.0086,10.0502,0.4555,1
Mg(Gly)2,NA,Mg(C2H4NO2)2,aq,"SK95 [S98]",CHNOSZ.2,3.Sep.06,-272534,-343783,43.136,140.6,84.7,13.3443,24.8034,-4.0028,-3.8043,88.2942,25.6069,-0.03,0
Sr(Gly)+,NA,Sr(C2H4NO2)+,aq,"SK95 [S98]",CHNOSZ.2,3.Sep.06,-213664,-241197,42.515,53.6,33.3,6.3007,7.6019,2.7652,-3.0932,36.9719,7.8914,-0.0684,1
Sr(Gly)2,NA,Sr(C2H4NO2)2,aq,"SK95 [S98]",CHNOSZ.2,3.Sep.06,-291859,-351200,88.581,119.9,89.8,14.0476,26.5176,-4.6704,-3.8751,76.1763,21.395,-0.03,0
Ba(Gly)+,NA,Ba(C2H4NO2)+,aq,"SK95 [S98]",CHNOSZ.2,3.Sep.06,-213671,-237698,55.917,48.6,38.7,6.9656,9.2295,2.1164,-3.1604,32.1389,6.8602,-0.2709,1
Ba(Gly)2,NA,Ba(C2H4NO2)2,aq,"SK95 [S98]",CHNOSZ.2,3.Sep.06,-292479,-347082,106.12,110.1,95.8,14.8647,28.514,-5.4575,-3.9577,70.3874,19.383,-0.03,0
Mn(Gly)+,NA,Mn(C2H4NO2)+,aq,"SK95 [S98]",CHNOSZ.2,3.Sep.06,-137101,-167693,26.59,67,33.7,6.4299,7.9186,2.6372,-3.1063,47.0493,10.6185,0.1739,1
Mn(Gly)2,NA,Mn(C2H4NO2)2,aq,"SK95 [S98]",CHNOSZ.2,3.Sep.06,-218761,-282627,67.741,146.1,90.2,14.1002,26.6481,-4.7253,-3.8805,91.4846,26.7157,-0.03,0
Fe(Gly)+,NA,Fe(C2H4NO2)+,aq,"SK95 [S98]",CHNOSZ.2,3.Sep.06,-105368,-137141,21.59,58,28,5.6774,6.0837,3.3533,-3.0304,42.4593,8.7852,0.2482,1
Fe(Gly)2,NA,Fe(C2H4NO2)2,aq,"SK95 [S98]",CHNOSZ.2,3.Sep.06,-187369,-252307,61.198,128.5,83.9,13.2339,24.5311,-3.8903,-3.793,81.1932,23.1388,-0.03,0
Ni(Gly)+,NA,Ni(C2H4NO2)+,aq,"SK95 [S98]",CHNOSZ.2,3.Sep.06,-96871,-131179,13.59,49.9,20.4,4.6813,3.6515,4.3097,-2.9299,38.8214,7.1352,0.3686,1
Ni(Gly)2,NA,Ni(C2H4NO2)2,aq,"SK95 [S98]",CHNOSZ.2,3.Sep.06,-181191,-249835,51.18,112.7,75.4,12.0787,21.7107,-2.7819,-3.6764,71.9311,19.9195,-0.03,0
Cu(Gly)+,NA,Cu(C2H4NO2)+,aq,"SK95 [S98]",CHNOSZ.2,3.Sep.06,-73625,-104298,26.59,63.4,25.3,5.2864,5.1238,3.7413,-2.9907,44.9395,9.8852,0.1739,1
Cu(Gly)2,NA,Cu(C2H4NO2)2,aq,"SK95 [S98]",CHNOSZ.2,3.Sep.06,-161137,-225550,66.18,139,80.9,12.8262,23.5338,-3.4944,-3.7518,87.3679,25.285,-0.03,0
Zn(Gly)+,NA,Zn(C2H4NO2)+,aq,"SK95 [S98]",CHNOSZ.2,3.Sep.06,-120148,-153499,19.59,62.1,25.6,5.3677,5.3226,3.6628,-2.9989,45.1185,9.6102,0.2792,1
Zn(Gly)2,NA,Zn(C2H4NO2)2,aq,"SK95 [S98]",CHNOSZ.2,3.Sep.06,-203799,-271188,58.18,136.4,81.3,12.8771,23.6625,-3.5537,-3.7571,85.8243,24.7484,-0.03,0
Pb(Gly)+,NA,Pb(C2H4NO2)+,aq,"SK95 [S98]",CHNOSZ.2,3.Sep.06,-90780,-114202,58.508,47.7,35.3,6.4949,8.079,2.5712,-3.1129,31.2483,6.6769,-0.3103,1
Pb(Gly)2,NA,Pb(C2H4NO2)2,aq,"SK95 [S98]",CHNOSZ.2,3.Sep.06,-173013,-226772,109.51,108.3,92.1,14.355,27.2722,-4.9746,-3.9063,69.3582,19.0253,-0.03,0
Co(Gly)+,NA,Co(C2H4NO2)+,aq,"SK95 [S98]",CHNOSZ.2,3.Sep.06,-97525,-130972,16.59,58.7,25.5,5.3683,5.3273,3.6539,-2.9991,43.5722,8.9227,0.326,1
Co(Gly)2,NA,Co(C2H4NO2)2,aq,"SK95 [S98]",CHNOSZ.2,3.Sep.06,-180617,-247207,58.18,129.8,81.2,12.8601,23.6197,-3.5341,-3.7553,81.9652,23.407,-0.03,0
Cd(Gly)+,NA,Cd(C2H4NO2)+,aq,"SK95 [S98]",CHNOSZ.2,3.Sep.06,-102566,-133978,28.59,68.4,35.3,6.6477,8.4525,2.4231,-3.1283,47.5446,10.8935,0.1417,1
Cd(Gly)2,NA,Cd(C2H4NO2)2,aq,"SK95 [S98]",CHNOSZ.2,3.Sep.06,-185236,-250387,68.18,148.7,92.1,14.355,27.2722,-4.9746,-3.9063,93.0282,27.2523,-0.03,0
Eu(Gly)+,NA,Eu(C2H4NO2)+,aq,"SK95 [S98]",CHNOSZ.2,3.Sep.06,-208959,-236026,49.509,89.8,50.3,8.5841,13.176,0.5767,-3.3236,57.1645,15.2476,-0.1738,1
Eu(Gly)2,NA,Eu(C2H4NO2)2,aq,"SK95 [S98]",CHNOSZ.2,3.Sep.06,-288477,-346709,97.734,190.4,108.7,16.6314,32.8272,-7.1514,-4.136,117.4699,35.7476,-0.03,0
Ca(Alan)+,NA,Ca(C3H6NO2)+,aq,"SK95 [S98]",CHNOSZ.2,3.Sep.06,-209172,-247643,35.015,104.6,50.7,8.7124,13.4888,0.454,-3.3365,67.7227,18.2713,0.0279,1
Ca(Alan)2,NA,Ca(C3H6NO2)2,aq,"SK95 [S98]",CHNOSZ.2,3.Sep.06,-285446,-365834,79.755,239.1,127.3,19.1765,39.0448,-9.6021,-4.393,146.0369,45.6768,-0.03,0
Mg(Alan)+,NA,Mg(C3H6NO2)+,aq,"SK95 [S98]",CHNOSZ.2,3.Sep.06,-186539,-232305,8.428,109.5,46.8,8.3169,12.5282,0.821,-3.2968,74.3351,19.275,0.4322,1
Mg(Alan)2,NA,Mg(C3H6NO2)2,aq,"SK95 [S98]",CHNOSZ.2,3.Sep.06,-263631,-353761,44.962,248.8,123,18.5836,37.5967,-9.0318,-4.3331,151.6713,47.6352,-0.03,0
Sr(Alan)+,NA,Sr(C3H6NO2)+,aq,"SK95 [S98]",CHNOSZ.2,3.Sep.06,-211130,-248184,43.155,98.9,51.4,8.77,13.6312,0.3947,-3.3424,63.2691,17.1163,-0.0948,1
Sr(Alan)2,NA,Sr(C3H6NO2)2,aq,"SK95 [S98]",CHNOSZ.2,3.Sep.06,-286831,-365053,90.407,228.1,128.1,19.2869,39.3109,-9.699,-4.404,139.5534,43.4233,-0.03,0
Ba(Alan)+,NA,Ba(C3H6NO2)+,aq,"SK95 [S98]",CHNOSZ.2,3.Sep.06,-210713,-244263,56.557,93.7,56.8,9.4348,15.2528,-0.2391,-3.4095,58.4325,16.085,-0.2977,1
Ba(Alan)2,NA,Ba(C3H6NO2)2,aq,"SK95 [S98]",CHNOSZ.2,3.Sep.06,-286687,-360171,107.946,218.2,134.1,20.104,41.3073,-10.4865,-4.4865,133.7647,41.4112,-0.03,0
Mn(Alan)+,NA,Mn(C3H6NO2)+,aq,"SK95 [S98]",CHNOSZ.2,3.Sep.06,-134280,-173740,29.425,112.3,51.8,8.8873,13.9167,0.2842,-3.3542,73.0237,19.8433,0.1124,1
Mn(Alan)2,NA,Mn(C3H6NO2)2,aq,"SK95 [S98]",CHNOSZ.2,3.Sep.06,-213474,-295365,72.44,254.2,128.5,19.3395,39.4414,-9.7539,-4.4094,154.8617,48.744,-0.03,0
Fe(Alan)+,NA,Fe(C3H6NO2)+,aq,"SK95 [S98]",CHNOSZ.2,3.Sep.06,-103952,-146326,18.518,103.3,46.1,8.1661,12.1558,0.976,-3.2814,69.2856,18.01,0.2792,1
